dataset,source,algorithm,metric,Normalization,Dimensionality_Reduction,final_width,time_prep_mean,time_prep_std,time_fit_mean,time_fit_std,total_time_mean,total_time_std,radius_mean,radius_std,silhouette_mean,silhouette_std,ari_mean,ari_std
dataset_Yeast.csv,ALL,ALL,euclidean,,Sim,0.015625,0.2519906000015908,0.0,0.00195797333338604,5.3552197323744616e-05,0.25394857333497683,5.355219732374686e-05,0.5271973638371584,0.03210118090596378,0.21782247704507235,0.04884526505228711,0.08611029757116603,0.04814898020814796
dataset_Yeast.csv,ALL,ALL,euclidean,,Sim,0.03125,0.2519906000015908,0.0,0.0016860666670253867,6.794897977016334e-05,0.2536766666686162,6.794897977015407e-05,0.5571526387573242,0.027173016934657353,0.24838357562343455,0.05101696067856687,0.110554238601329,0.030257599564716842
dataset_Yeast.csv,ALL,ALL,euclidean,,Sim,0.0625,0.2519906000015908,0.0,0.00150207333329788,0.00016738402215027282,0.2534926733348887,0.000167384022150269,0.5530792409890118,0.01723146342632688,0.23125596073762292,0.06690131932372274,0.09599298800657327,0.05439518211521753
dataset_Yeast.csv,ALL,ALL,euclidean,,Sim,0.125,0.2519906000015908,0.0,0.0011764466667954668,7.998318451342106e-05,0.2531670466683863,7.998318451343087e-05,0.7246179407466594,0.03483817953666741,0.30991671206346505,0.08629520563544027,0.054322761476907774,0.05396720675571512
dataset_Yeast.csv,ALL,ALL,euclidean,,Sim,0.25,0.2519906000015908,0.0,0.0009554866662558933,7.137062065976524e-05,0.2529460866678467,7.137062065977404e-05,0.7297423035291545,0.033281120229084867,0.30882749295928213,0.057905210592342285,0.043078999241971026,0.045252333858728226
dataset_Yeast.csv,ALL,ALL,euclidean,,Sim,ALL,0.23890105000100445,0.013120827345060636,0.0018929009523638582,0.001577414786229381,0.24079395095336836,0.013164783260301549,0.6183890937365315,0.09971900057472402,0.24068954463568557,0.07355599065068383,0.08407134743448019,0.05333030865020361
dataset_Yeast.csv,ALL,ALL,euclidean,,Sim,,0.23162907777845648,0.010924226737095763,0.0021358407407037054,0.001907445829772978,0.23376491851916026,0.011439639045797438,0.6184064249391257,0.1028192638660621,0.2281608229411912,0.07093757293946701,0.08743773102053061,0.05364032299308071
dataset_Yeast.csv,ALL,ALL,mahalanobis,ALL,ALL,0.015625,0.29701668333351944,0.07237482612097307,0.002021197777826731,0.00017068361425226895,0.29903788111134616,0.07241783673207859,5.15789371681647,0.6086337147117493,0.10906103655803479,0.09233544200757064,0.04807071092678518,0.03860855331079112
dataset_Yeast.csv,ALL,ALL,mahalanobis,ALL,ALL,0.03125,0.29701668333351944,0.07237482612097307,0.0017209699997086088,0.0001420278898899214,0.29873765333322805,0.07238077011296379,5.413186224283782,0.6714934992819491,0.13153443386778,0.10192916418310892,0.046093427102060505,0.044265962330051284
dataset_Yeast.csv,ALL,ALL,mahalanobis,ALL,ALL,0.0625,0.29701668333351944,0.07237482612097307,0.0014479566665815287,9.559337585985683e-05,0.298464640000101,0.07238819589851259,5.631948454567537,0.4738181261355254,0.1466231250470773,0.11180467581133498,0.03984316768654545,0.043037911233934835
dataset_Yeast.csv,ALL,ALL,mahalanobis,ALL,ALL,0.125,0.29701668333351944,0.07237482612097307,0.001186818888891092,0.00011243946399031688,0.29820350222241054,0.07242279320789843,7.236514165360162,0.6205051614044303,0.3248746622919786,0.21826094234595983,0.009372159468308352,0.012179964952523492
dataset_Yeast.csv,ALL,ALL,mahalanobis,ALL,ALL,0.25,0.29701668333351944,0.07237482612097307,0.0009257155557861078,6.309400667058921e-05,0.2979423988893055,0.07238529861639457,7.28903657953498,0.5762625399412858,0.3105285098345769,0.2180542562978448,0.00965291588047672,0.01560597213928488
dataset_Yeast.csv,ALL,ALL,mahalanobis,ALL,ALL,ALL,0.2909132833337935,0.06057081421002613,0.0013005654629624189,0.0006754191509803412,0.29221384879675594,0.06059201913775777,5.930736421991916,1.0783396242541303,0.1849170936658956,0.18023817033478884,0.03429585975693199,0.04057383339833163
dataset_Yeast.csv,ALL,ALL,mahalanobis,ALL,ALL,,0.28655371190541784,0.050418949903633915,0.0011863038095364224,0.0007963687274987628,0.2877400157149543,0.05041300677641505,5.777179703334293,1.0378531670977826,0.17091190805589995,0.1763965575595407,0.036931133717001095,0.042238434043268755
dataset_Yeast.csv,ALL,ALL,mahalanobis,ALL,Não,0.015625,0.3529544333323429,0.05977928048725977,0.002037715555909178,0.00019750278945991826,0.3549921488882521,0.05986819152852633,5.538911590893763,0.3358729181090785,0.07436161853102972,0.1101328217637357,0.04062693095994671,0.0289027713318615
dataset_Yeast.csv,ALL,ALL,mahalanobis,ALL,Não,0.03125,0.3529544333323429,0.05977928048725977,0.0017208155552603844,0.00013450798924665523,0.35467524888760327,0.059824425124093125,5.82256084158723,0.2325788331398988,0.1064803596160036,0.12364383336837008,0.03657224387451467,0.037236658745392705
dataset_Yeast.csv,ALL,ALL,mahalanobis,ALL,Não,0.0625,0.3529544333323429,0.05977928048725977,0.0014750111110818378,8.477926229887486e-05,0.3544294444434248,0.059764472762774724,5.808905957166326,0.20428542130264452,0.0928311039220577,0.11053964364925788,0.04746852731411286,0.047520457943004996
dataset_Yeast.csv,ALL,ALL,mahalanobis,ALL,Não,0.125,0.3529544333323429,0.05977928048725977,0.001221940000201911,0.0001409470751871756,0.35417637333254487,0.059837537179962326,7.425192056222816,0.4465847667469918,0.20182372291645195,0.2267915098518792,0.009178739857208273,0.0023005226363857034
dataset_Yeast.csv,ALL,ALL,mahalanobis,ALL,Não,0.25,0.3529544333323429,0.05977928048725977,0.0009375733336329844,6.004317138678625e-05,0.35389200666597587,0.05979490060260921,7.406588031598142,0.4387085518991207,0.19140245137719852,0.22474470389836673,0.012377163990703545,0.016099121874272853
dataset_Yeast.csv,ALL,ALL,mahalanobis,ALL,Não,ALL,0.3382536333332003,0.04919477504058431,0.0013296957407132725,0.0006973386920185378,0.33958332907391364,0.0491883114364468,6.284400149388746,0.8731708229924592,0.11991992178816173,0.1709090575330769,0.031212382532133407,0.03378568100214213
dataset_Yeast.csv,ALL,ALL,mahalanobis,ALL,Não,,0.32775306190524134,0.03721627531374701,0.0012233276189247105,0.0008310194334382739,0.3289763895241661,0.03708385060892478,6.201520473599524,0.8414942473176965,0.11030568644217133,0.16758985470448887,0.03261785491273069,0.03342852443612197
dataset_Yeast.csv,ALL,ALL,mahalanobis,ALL,Sim,0.015625,0.24107893333469596,0.02492838028441797,0.0020046799997442844,0.0001391491146706321,0.24308361333444026,0.02489181625509017,4.776875842739177,0.5826922604413954,0.14376045458503983,0.05151086751705854,0.05551449089362366,0.045457782310098095
dataset_Yeast.csv,ALL,ALL,mahalanobis,ALL,Sim,0.03125,0.24107893333469596,0.02492838028441797,0.0017211244441568334,0.00015069786930509594,0.2428000577788528,0.024855591474322074,5.003811606980335,0.7177528551388078,0.1565885081195564,0.06665952548528871,0.05561461032960634,0.04890285443561682
dataset_Yeast.csv,ALL,ALL,mahalanobis,ALL,Sim,0.0625,0.24107893333469596,0.02492838028441797,0.0014209022220812199,9.899086611744602e-05,0.24249983555677718,0.024918199494996518,5.454990951968749,0.5901913060267086,0.20041514617209694,0.08453973113286993,0.032217808058978045,0.03700663884954255
dataset_Yeast.csv,ALL,ALL,mahalanobis,ALL,Sim,0.125,0.24107893333469596,0.02492838028441797,0.0011516977775802733,5.6422229060446266e-05,0.24223063111227622,0.02490913586754557,7.047836274497508,0.7117226408209476,0.44792560166750517,0.11812132843510857,0.00956557907940843,0.017166997155628107
dataset_Yeast.csv,ALL,ALL,mahalanobis,ALL,Sim,0.25,0.24107893333469596,0.02492838028441797,0.0009138577779392311,6.449336290721979e-05,0.24199279111263522,0.02489797297189202,7.171485127471819,0.6715461868265108,0.42965456829195525,0.12899101590594897,0.006928667770249893,0.014773819908521705
dataset_Yeast.csv,ALL,ALL,mahalanobis,ALL,Sim,ALL,0.24357293333438665,0.020827736819797372,0.0012714351852115653,0.000652109560062128,0.2448443685195983,0.02083376372114278,5.577072694595085,1.1466222514281004,0.24991426554362942,0.1653995771510218,0.03737933698173057,0.04620609235245462
dataset_Yeast.csv,ALL,ALL,mahalanobis,ALL,Sim,,0.24535436190559434,0.01736667432405824,0.0011492800001481342,0.00075965946376308,0.24650364190574253,0.017438936822170632,5.352838933069061,1.0432253420196953,0.23151812966962856,0.16393475086450912,0.0412444125212715,0.04918392956999207
dataset_Yeast.csv,ALL,ALL,mahalanobis,MinMax,ALL,0.015625,0.3039485999997851,0.040330674744677504,0.0020017866668543102,0.0001295695764963206,0.30595038666663943,0.040358863488061884,5.440734406501041,0.3008849659019032,0.13151645033752066,0.05191459361607874,0.04282104640668883,0.026345950342665406
dataset_Yeast.csv,ALL,ALL,mahalanobis,MinMax,ALL,0.03125,0.3039485999997851,0.040330674744677504,0.00172153666644584,0.0001126981427621491,0.30567013666623094,0.04034930852014646,5.73769050932833,0.3272932120578634,0.18145391759608845,0.06568077187821893,0.027425201714645388,0.025929781331108234
dataset_Yeast.csv,ALL,ALL,mahalanobis,MinMax,ALL,0.0625,0.3039485999997851,0.040330674744677504,0.00144925666645572,0.00010253514365905138,0.30539785666624086,0.0403219927157648,5.901113351947965,0.1711649664034682,0.1771917453289453,0.05709825897581296,0.04049886317993552,0.046223736860958826
dataset_Yeast.csv,ALL,ALL,mahalanobis,MinMax,ALL,0.125,0.3039485999997851,0.040330674744677504,0.0011762933329009233,0.00010493598013719337,0.30512489333268605,0.04036779610222001,7.485097719326651,0.44135923293682344,0.378479238206879,0.07740571591598203,0.011086416486183203,0.011326862524328627
dataset_Yeast.csv,ALL,ALL,mahalanobis,MinMax,ALL,0.25,0.3039485999997851,0.040330674744677504,0.0009026766669800166,3.7921167517031244e-05,0.30485127666676515,0.04033226225811622,7.50173737116392,0.40671995775161124,0.3714928734112366,0.1151315009840168,0.01270013731089374,0.0156723629938403
dataset_Yeast.csv,ALL,ALL,mahalanobis,MinMax,ALL,ALL,0.30306167500020814,0.04733394192730335,0.0012800619444734971,0.0006475458724825653,0.3043417369446817,0.04738645313717294,6.189337349511481,1.008770511833423,0.25098868993754175,0.151588355213264,0.029534579899549076,0.033082542721788226
dataset_Yeast.csv,ALL,ALL,mahalanobis,MinMax,ALL,,0.3024281571433675,0.05214473228512014,0.0011584561905778796,0.0007545070582689499,0.3035866133339455,0.05221341803610795,6.0293821194099815,1.0153330548536748,0.2531042934814044,0.16561712932956993,0.031411899099463174,0.034722946661461154
dataset_Yeast.csv,ALL,ALL,mahalanobis,MinMax,Não,0.015625,0.3436013999998977,0.0,0.0020293066671001267,0.0001625555406745002,0.34563070666699786,0.00016255554067452088,5.472612809625731,0.30432760818893445,0.12585319002849618,0.05063741766711146,0.05279834611344169,0.023262349355460347
dataset_Yeast.csv,ALL,ALL,mahalanobis,MinMax,Não,0.03125,0.3436013999998977,0.0,0.0017397066665579934,0.0001241851525604996,0.3453411066664557,0.00012418515256049114,5.682038794520649,0.3105323549185587,0.18183201297393523,0.0464452561586022,0.03354436796950628,0.02729046277714004
dataset_Yeast.csv,ALL,ALL,mahalanobis,MinMax,Não,0.0625,0.3436013999998977,0.0,0.00144059333324544,7.228861258276035e-05,0.34504199333314317,7.228861258276225e-05,5.85916991798628,0.19486738003836837,0.16586350954723802,0.05253515717529838,0.057224221643561786,0.05948088920429224
dataset_Yeast.csv,ALL,ALL,mahalanobis,MinMax,Não,0.125,0.3436013999998977,0.0,0.00121267333282346,0.00013049016087162812,0.34481407333272124,0.0001304901608716251,7.570316428344474,0.3997637805099418,0.3806595324478709,0.0502235648473502,0.009353696593912227,0.0018256871052608336
dataset_Yeast.csv,ALL,ALL,mahalanobis,MinMax,Não,0.25,0.3436013999998977,0.0,0.0009042200001809866,4.6255519671601775e-05,0.3445056200000787,4.625551967159161e-05,7.382411769613101,0.418214476549928,0.38129484179880957,0.1020593989533265,0.014006601395186098,0.021982265238583407
dataset_Yeast.csv,ALL,ALL,mahalanobis,MinMax,Não,ALL,0.34978899999987334,0.0062048597266683055,0.0013248044443874066,0.0006694214661049831,0.35111380444426077,0.006321225656287629,6.267219233873429,0.927108032562616,0.23350143538964177,0.12300811440626551,0.034297429725055076,0.036541440055925786
dataset_Yeast.csv,ALL,ALL,mahalanobis,MinMax,Não,,0.3542087142855702,0.004351187433215412,0.0012244504761058392,0.0007915388715948944,0.35543316476167613,0.00484213661441906,6.177154440912989,0.8982295973211285,0.2237877339827645,0.11919992215862513,0.03494884614072184,0.03617372024411816
dataset_Yeast.csv,ALL,ALL,mahalanobis,MinMax,Sim,0.015625,0.2642957999996724,0.0,0.0019742666666084934,8.202752751713523e-05,0.266270066666281,8.202752751712668e-05,5.408856003376352,0.3045277418057721,0.13717971064654513,0.0543128355045455,0.03284374669993597,0.026140898492099673
dataset_Yeast.csv,ALL,ALL,mahalanobis,MinMax,Sim,0.03125,0.2642957999996724,0.0,0.0017033666663336868,0.00010089367576321566,0.26599916666600615,0.00010089367576322706,5.793342224136012,0.3447117164039983,0.18107582221824167,0.08233225191809425,0.0213060354597845,0.023826990018206866
dataset_Yeast.csv,ALL,ALL,mahalanobis,MinMax,Sim,0.0625,0.2642957999996724,0.0,0.0014579199996660002,0.00012802890451349278,0.26575371999933844,0.0001280289045135024,5.943056785909647,0.13763882217495277,0.18851998111065257,0.060978367378555,0.023773504716309252,0.016984418558477713
dataset_Yeast.csv,ALL,ALL,mahalanobis,MinMax,Sim,0.125,0.2642957999996724,0.0,0.0011399133329783868,5.427611740120374e-05,0.26543571333265087,5.427611740121632e-05,7.399879010308829,0.47763698323491566,0.37629894396588714,0.09939150575394934,0.012819136378454181,0.015999783950027043
dataset_Yeast.csv,ALL,ALL,mahalanobis,MinMax,Sim,0.25,0.2642957999996724,0.0,0.0009011333337790466,2.8880237567597265e-05,0.26519693333345157,2.888023756758445e-05,7.621062972714739,0.3704637772792107,0.3616909050236637,0.12975101505576478,0.01139367322660138,0.004681122042933446
dataset_Yeast.csv,ALL,ALL,mahalanobis,MinMax,Sim,ALL,0.256334350000543,0.007983657713115884,0.0012353194445595878,0.0006235564209662941,0.2575696694451027,0.007990193869302742,6.111455465149533,1.0812921232244566,0.2684759444854417,0.17418499413080696,0.024771730074043073,0.02853285401995217
dataset_Yeast.csv,ALL,ALL,mahalanobis,MinMax,Sim,,0.2506476000011648,0.005598577992520742,0.00109246190504992,0.0007132374256561291,0.25174006190621484,0.005237009590961337,5.881609797906974,1.1049005715244318,0.2824208529800443,0.19793366794914016,0.02787495205820451,0.033002432544551145
dataset_Yeast.csv,ALL,ALL,mahalanobis,Robust,ALL,0.015625,0.24631980000049225,0.040042429946801475,0.0019955100000515332,0.0001149561151721447,0.2483153100005438,0.03998069781048484,4.909575586371159,0.8092902295751675,0.04523668744147314,0.10813712879115794,0.06077008861622895,0.040941498445756085
dataset_Yeast.csv,ALL,ALL,mahalanobis,Robust,ALL,0.03125,0.24631980000049225,0.040042429946801475,0.00174484333292635,0.00016351425278900172,0.24806464333341863,0.03995094782336559,5.089987711084386,0.8727460359174868,0.04774631997305985,0.1068003446525429,0.07267401302077893,0.0521301474338832
dataset_Yeast.csv,ALL,ALL,mahalanobis,Robust,ALL,0.0625,0.24631980000049225,0.040042429946801475,0.0014807766664792132,9.107162290749605e-05,0.24780057666697147,0.040075998827352716,5.23090134491996,0.5017552354965896,0.06386101748581914,0.12546632038166347,0.05678851401245171,0.04618765520571414
dataset_Yeast.csv,ALL,ALL,mahalanobis,Robust,ALL,0.125,0.24631980000049225,0.040042429946801475,0.00116823000025756,5.320574992213269e-05,0.24748803000074984,0.04003068221874421,6.800606846881154,0.6887448371355851,0.14909924852923906,0.27336489879725107,0.007099153030011184,0.01763895355582188
dataset_Yeast.csv,ALL,ALL,mahalanobis,Robust,ALL,0.25,0.24631980000049225,0.040042429946801475,0.0009491766667148267,6.822373756171789e-05,0.2472689766672071,0.04003162742218111,6.935288518900913,0.6549836380158698,0.15828465240315157,0.27722602352436554,0.006010063724901054,0.019635667814919665
dataset_Yeast.csv,ALL,ALL,mahalanobis,Robust,ALL,ALL,0.2600363750007091,0.03183291187153033,0.0013314480555587694,0.0007149567931341896,0.2613678230562679,0.03186977556697061,5.666485606795981,1.1142555827045433,0.07725865123416908,0.1907620967733125,0.042075316406284625,0.04641393650706388
dataset_Yeast.csv,ALL,ALL,mahalanobis,Robust,ALL,,0.2698339285722925,0.019917840964639957,0.0012341200000393928,0.0008631027187635626,0.27106804857233197,0.0201694336467142,5.575923896199172,1.093009131346696,0.06612512699675518,0.18433471466640966,0.04308028063872052,0.04603345673501537
dataset_Yeast.csv,ALL,ALL,mahalanobis,Robust,Não,0.015625,0.2856891999981599,0.0,0.0019347000001289,6.980755133743009e-05,0.2876238999982888,6.98075513374269e-05,5.662449179276938,0.30872970255836374,-0.057474547899612934,0.03201577887593827,0.04132171871758639,0.033008180356373276
dataset_Yeast.csv,ALL,ALL,mahalanobis,Robust,Não,0.03125,0.2856891999981599,0.0,0.00165467333281408,8.149703274452356e-05,0.287343873330974,8.149703274451636e-05,5.904214012198724,0.12253995198162042,-0.05024860681739644,0.04360488702622881,0.050042864777227566,0.04644334668055212
dataset_Yeast.csv,ALL,ALL,mahalanobis,Robust,Não,0.0625,0.2856891999981599,0.0,0.0015136933334966734,0.00010420007877506064,0.2872028933316566,0.00010420007877506628,5.687766742673517,0.19147232027853678,-0.04558119953689912,0.04720337778626026,0.05403568311304089,0.0428613317656361
dataset_Yeast.csv,ALL,ALL,mahalanobis,Robust,Não,0.125,0.2856891999981599,0.0,0.0011566466673684265,5.5990188992624276e-05,0.28684584666552837,5.59901889926165e-05,7.419094821886637,0.37119954328575966,-0.1105362448635038,0.011432012283045806,0.009165218112212527,0.0023651232496512626
dataset_Yeast.csv,ALL,ALL,mahalanobis,Robust,Não,0.25,0.2856891999981599,0.0,0.00093850000024148,6.610948649611423e-05,0.28662769999840143,6.610948649612526e-05,7.49198043497753,0.4196265803103561,-0.10251443559048605,0.022325683764326226,0.011741280448387953,0.012678794408833098
dataset_Yeast.csv,ALL,ALL,mahalanobis,Robust,Não,ALL,0.2845893499998055,0.0011029179262059994,0.0013395111110487779,0.0007441540732882454,0.28592886111085436,0.001227484555022062,6.317231167782349,0.8615083046595644,-0.07988546869860683,0.044429491447003894,0.033488843337147335,0.03482874084414086
dataset_Yeast.csv,ALL,ALL,mahalanobis,Robust,Não,,0.2838037428581239,0.0007734264482643596,0.0012679885712193963,0.0009198457429895518,0.28507173142934333,0.0008476586163658341,6.234466974624979,0.8311049743064575,-0.08461008423934052,0.044924430911107954,0.033651336411044674,0.03344049617490014
dataset_Yeast.csv,ALL,ALL,mahalanobis,Robust,Sim,0.015625,0.2069504000028246,0.0,0.0020563199999741664,0.00012073386972971321,0.20900672000279877,0.00012073386972969434,4.156701993465379,0.2162362759738311,0.1479479227825592,0.02431554875184695,0.08021845851487151,0.03964958134975763
dataset_Yeast.csv,ALL,ALL,mahalanobis,Robust,Sim,0.03125,0.2069504000028246,0.0,0.00183501333303862,0.00017697191436487293,0.20878541333586323,0.00017697191436486637,4.2757614099700465,0.37699232775894986,0.14574124676351613,0.033883748952608254,0.0953051612643303,0.048731162980293036
dataset_Yeast.csv,ALL,ALL,mahalanobis,Robust,Sim,0.0625,0.2069504000028246,0.0,0.0014478599994617533,6.325389632877253e-05,0.20839826000228637,6.325389632876194e-05,4.7740359471664044,0.19382398718269722,0.1733032345085374,0.06865542258566422,0.05954134491186254,0.05065219662399264
dataset_Yeast.csv,ALL,ALL,mahalanobis,Robust,Sim,0.125,0.2069504000028246,0.0,0.0011798133331466932,4.941144835958543e-05,0.20813021333597131,4.941144835958579e-05,6.182118871875669,0.15853016834512282,0.4087347419219819,0.10105702541209169,0.00503308794780984,0.025094785648285406
dataset_Yeast.csv,ALL,ALL,mahalanobis,Robust,Sim,0.25,0.2069504000028246,0.0,0.0009598533331881733,7.089914243053968e-05,0.2079102533360128,7.089914243052889e-05,6.378596602824297,0.22018112618502467,0.41908374039678914,0.11380143745257423,0.00027884700141415317,0.02382269794663216
dataset_Yeast.csv,ALL,ALL,mahalanobis,Robust,Sim,ALL,0.2354834000016126,0.028612590111546033,0.001323385000068761,0.0006865027717368902,0.23680678500168137,0.0286758318419348,5.015740045809612,0.9466781354001373,0.234402771166945,0.1460999998705109,0.05066178947542191,0.054398731055387554
dataset_Yeast.csv,ALL,ALL,mahalanobis,Robust,Sim,,0.25586411428646116,0.02006471507969982,0.0012002514288593897,0.0008053714305462235,0.2570643657153206,0.020514085345722827,4.917380817773365,0.9134504326233747,0.2168603382328509,0.14278634866363987,0.05250922486639637,0.054412751856970844
dataset_Yeast.csv,ALL,ALL,mahalanobis,,ALL,0.015625,0.34078165000028093,0.09030895567842359,0.00206629666657435,0.00023712491603492826,0.3428479466668553,0.090393486989006,5.12337115757721,0.4935496854119768,0.15042997189511054,0.07259942243304435,0.04062099775743777,0.04417681020344278
dataset_Yeast.csv,ALL,ALL,mahalanobis,,ALL,0.03125,0.34078165000028093,0.09030895567842359,0.0016965299997536367,0.00014581261078807045,0.34247818000003455,0.09038180361552181,5.411880452438633,0.5458989607988826,0.1654030640341917,0.07167880864933297,0.0381810665707572,0.03830772600469518
dataset_Yeast.csv,ALL,ALL,mahalanobis,,ALL,0.0625,0.34078165000028093,0.09030895567842359,0.0014138366668096534,8.316631230586336e-05,0.34219548666709065,0.09036685830092811,5.763830666834687,0.3855028717920056,0.1988166123264675,0.09214346873693054,0.022242125867249118,0.028224526143994434
dataset_Yeast.csv,ALL,ALL,mahalanobis,,ALL,0.125,0.34078165000028093,0.09030895567842359,0.0012159333335147935,0.00015365039267273934,0.34199758333379576,0.09039099310064042,7.423837929872678,0.46440700273180874,0.4470455001398176,0.12289643652696569,0.009930908888730666,0.002673497696628854
dataset_Yeast.csv,ALL,ALL,mahalanobis,,ALL,0.25,0.34078165000028093,0.09030895567842359,0.00092529333366348,7.075257992164737e-05,0.34170694333394447,0.09035444287709801,7.430083848540109,0.47736570016017926,0.40180800368934244,0.13918004741629833,0.010248546605635367,0.00962040838180393
dataset_Yeast.csv,ALL,ALL,mahalanobis,,ALL,ALL,0.30964180000046326,0.07948147815075443,0.0012901863888549897,0.0006626837013359465,0.31093198638931824,0.0795016074334062,5.936386309668284,1.0481545404937322,0.22650393982597597,0.14329913506210804,0.03127768296496227,0.040082598998001026
dataset_Yeast.csv,ALL,ALL,mahalanobis,,ALL,,0.28739905000059346,0.06324502817277872,0.0011663352379919947,0.0007687483308347402,0.2885653852385855,0.0631141973645772,5.726233094393726,0.9533828715419717,0.19350630368954025,0.11791101190563617,0.036301221412819586,0.04444735130290609
dataset_Yeast.csv,ALL,ALL,mahalanobis,,Não,0.015625,0.4295726999989711,0.0,0.0021491400004985065,0.00025797080314189007,0.4317218399994696,0.0002579708031418846,5.48167278377862,0.37689108531464216,0.15470621346420593,0.07843428407325054,0.027760728048812043,0.02565475926916153
dataset_Yeast.csv,ALL,ALL,mahalanobis,,Não,0.03125,0.4295726999989711,0.0,0.00176806666640908,0.00016533698863235443,0.4313407666653802,0.0001653369886323606,5.881429718042319,0.1629308298809992,0.187857672691472,0.06701908280142346,0.026129498876810178,0.03368904349220282
dataset_Yeast.csv,ALL,ALL,mahalanobis,,Não,0.0625,0.4295726999989711,0.0,0.0014707466665034,6.011808510495828e-05,0.4310434466654745,6.011808510495837e-05,5.879781210839179,0.180865989255365,0.1582110017558342,0.05092691225664358,0.031145677185735895,0.03589518997582656
dataset_Yeast.csv,ALL,ALL,mahalanobis,,Não,0.125,0.4295726999989711,0.0,0.0012965000004138466,0.00017792594853590542,0.43086919999938494,0.0001779259485358941,7.286164918437334,0.5346871825663295,0.3353478811649887,0.03303060705560271,0.009017304865500066,0.002765034290955222
dataset_Yeast.csv,ALL,ALL,mahalanobis,,Não,0.25,0.4295726999989711,0.0,0.0009700000004764867,5.0011156163064006e-05,0.4305426999994476,5.001115616306372e-05,7.345371890203795,0.49137231648754964,0.2954269479232721,0.07103013543325408,0.011383610128536586,0.012894328976870872
dataset_Yeast.csv,ALL,ALL,mahalanobis,,Não,ALL,0.38038254999992205,0.04932736128370809,0.0013247716667036328,0.0006798833429660627,0.38170732166662574,0.04930634577440942,6.2687500465104575,0.8321344312023579,0.20614379867345026,0.10127667154377425,0.025850874534197807,0.029071709639542972
dataset_Yeast.csv,ALL,ALL,mahalanobis,,Não,,0.34524672857202987,0.034591047015755085,0.0011775438094488962,0.0007799225573500403,0.3464242723814788,0.03417186759970648,6.192940005260607,0.7991456141495994,0.19173940958309,0.10255578361012524,0.029253382186425564,0.030480994298046484
dataset_Yeast.csv,ALL,ALL,mahalanobis,,Sim,0.015625,0.2519906000015908,0.0,0.0019834533326501935,0.00018766286550070437,0.253974053334241,0.0001876628655007145,4.7650695313758,0.2956940194966539,0.14615373032601514,0.06875105395496141,0.0534812674660635,0.055045563399268534
dataset_Yeast.csv,ALL,ALL,mahalanobis,,Sim,0.03125,0.2519906000015908,0.0,0.0016249933330981933,7.575566402906894e-05,0.253615593334689,7.575566402907253e-05,4.942331186834946,0.3439496253823142,0.14294845537691137,0.07120875183976334,0.05023263426470423,0.03991995798876447
dataset_Yeast.csv,ALL,ALL,mahalanobis,,Sim,0.0625,0.2519906000015908,0.0,0.0013569266671159066,6.142440733259647e-05,0.25334752666870675,6.142440733260834e-05,5.647880122830193,0.49630423532474954,0.23942222289710077,0.10705404920378744,0.01333857454876234,0.013849678530308404
dataset_Yeast.csv,ALL,ALL,mahalanobis,,Sim,0.125,0.2519906000015908,0.0,0.00113536666661574,5.776072142642188e-05,0.2531259666682066,5.776072142644527e-05,7.561510941308024,0.3467667963038352,0.5587431191146465,0.05882021800484457,0.010844512911961266,0.0023176979638426364
dataset_Yeast.csv,ALL,ALL,mahalanobis,,Sim,0.25,0.2519906000015908,0.0,0.0008805866668504733,5.987826776343735e-05,0.25287118666844133,5.987826776343018e-05,7.514795806876422,0.4639061107820637,0.5081890594554129,0.10406717941271167,0.009113483082734148,0.004763494461784952
dataset_Yeast.csv,ALL,ALL,mahalanobis,,Sim,ALL,0.23890105000100445,0.013126062065933225,0.0012556011110063468,0.0006450625695277063,0.24015665111201084,0.013074449135105672,5.604022572826109,1.1352445533611348,0.24686408097850168,0.1734743102472218,0.036704491395726735,0.04814365100716182
dataset_Yeast.csv,ALL,ALL,mahalanobis,,Sim,,0.22955137142915708,0.00920471353500881,0.0011551266665350934,0.0007609845983856172,0.23070649809569221,0.008815309460831698,5.259526183526847,0.8649649970633936,0.19527319779599048,0.13196857048536836,0.04334906063921362,0.05422858648512883
dataset_Yeast.csv,ALL,ALL,manhattan,ALL,ALL,0.015625,0.29701668333351944,0.07237482612097307,0.00208585000020518,0.00014558996833875375,0.2991025333337246,0.07238085884151355,3.6746802371020957,3.5950670039264847,0.16430904067836066,0.051101365094190575,0.07224894631992225,0.04446095105315734
dataset_Yeast.csv,ALL,ALL,manhattan,ALL,ALL,0.03125,0.29701668333351944,0.07237482612097307,0.0017887733335454244,0.00017912722348262206,0.2988054566670649,0.07241790005564219,3.819097071913525,3.719710285566788,0.1825312638019516,0.06162730193537831,0.06283373655441092,0.039388883434042676
dataset_Yeast.csv,ALL,ALL,manhattan,ALL,ALL,0.0625,0.29701668333351944,0.07237482612097307,0.0014884911110533633,0.00010530730596908728,0.2985051744445728,0.07238043335245982,4.427730664343348,4.4034466255132445,0.24865733905107937,0.0977628586337351,0.04011342805443764,0.041685304263567834
dataset_Yeast.csv,ALL,ALL,manhattan,ALL,ALL,0.125,0.29701668333351944,0.07237482612097307,0.0012354744447090778,9.14236682371182e-05,0.2982521577782285,0.07239528143422164,5.827353473149987,5.834923505737488,0.4605948200775198,0.17007945970124172,0.011962331880993212,0.028285213086517554
