dataset,source,algorithm,metric,Normalization,Dimensionality_Reduction,final_width,time_prep_mean,time_prep_std,time_fit_mean,time_fit_std,total_time_mean,total_time_std,radius_mean,radius_std,silhouette_mean,silhouette_std,ari_mean,ari_std
type1_circles_1.csv,ALL,Greedy,euclidean,Robust,ALL,ALL,0.3485705999974016,0.01079290630287418,7.639000032213292e-05,9.939414733282011e-06,0.3486469899977237,0.010796331166706589,1.6439986525809553,0.10730402619114023,0.33030311809924545,0.015990146097374664,0.007354459810211015,0.0057181113620862175
type1_circles_1.csv,ALL,Greedy,euclidean,Robust,ALL,,0.3485705999974016,0.01079290630287418,7.639000032213292e-05,9.939414733282011e-06,0.3486469899977237,0.010796331166706589,1.6439986525809553,0.10730402619114023,0.33030311809924545,0.015990146097374664,0.007354459810211015,0.0057181113620862175
type1_circles_1.csv,ALL,Greedy,euclidean,Robust,Não,ALL,0.3485705999974016,0.01079290630287418,7.639000032213292e-05,9.939414733282011e-06,0.3486469899977237,0.010796331166706589,1.6439986525809553,0.10730402619114023,0.33030311809924545,0.015990146097374664,0.007354459810211015,0.0057181113620862175
type1_circles_1.csv,ALL,Greedy,euclidean,Robust,Não,,0.3485705999974016,0.01079290630287418,7.639000032213292e-05,9.939414733282011e-06,0.3486469899977237,0.010796331166706589,1.6439986525809553,0.10730402619114023,0.33030311809924545,0.015990146097374664,0.007354459810211015,0.0057181113620862175
type1_circles_1.csv,ALL,Greedy,euclidean,,ALL,ALL,0.34277934999954596,0.009111698701456623,7.447666636532204e-05,1.1180021395932538e-05,0.3428538266659113,0.009117206380465736,1.485543419387946,0.0957260083358924,0.33194558843038763,0.019716878633211914,0.006866403280628113,0.007284506239287224
type1_circles_1.csv,ALL,Greedy,euclidean,,ALL,,0.34277934999954596,0.009111698701456623,7.447666636532204e-05,1.1180021395932538e-05,0.3428538266659113,0.009117206380465736,1.485543419387946,0.0957260083358924,0.33194558843038763,0.019716878633211914,0.006866403280628113,0.007284506239287224
type1_circles_1.csv,ALL,Greedy,euclidean,,Não,ALL,0.34277934999954596,0.009111698701456623,7.447666636532204e-05,1.1180021395932538e-05,0.3428538266659113,0.009117206380465736,1.485543419387946,0.0957260083358924,0.33194558843038763,0.019716878633211914,0.006866403280628113,0.007284506239287224
type1_circles_1.csv,ALL,Greedy,euclidean,,Não,,0.34277934999954596,0.009111698701456623,7.447666636532204e-05,1.1180021395932538e-05,0.3428538266659113,0.009117206380465736,1.485543419387946,0.0957260083358924,0.33194558843038763,0.019716878633211914,0.006866403280628113,0.007284506239287224
type1_circles_1.csv,ALL,Greedy,mahalanobis,ALL,ALL,ALL,0.3515173999991627,0.016182345333920295,7.385777773581159e-05,8.243785444284884e-06,0.3515912577768985,0.016186323492934723,2.642061652165642,0.19742599096094973,0.3318164183989905,0.020236541549721623,0.007023042879614752,0.007645527635164163
type1_circles_1.csv,ALL,Greedy,mahalanobis,ALL,ALL,,0.3515173999991627,0.016182345333920295,7.385777773581159e-05,8.243785444284884e-06,0.3515912577768985,0.016186323492934723,2.642061652165642,0.19742599096094973,0.3318164183989905,0.020236541549721623,0.007023042879614752,0.007645527635164163
type1_circles_1.csv,ALL,Greedy,mahalanobis,ALL,Não,ALL,0.3515173999991627,0.016182345333920295,7.385777773581159e-05,8.243785444284884e-06,0.3515912577768985,0.016186323492934723,2.642061652165642,0.19742599096094973,0.3318164183989905,0.020236541549721623,0.007023042879614752,0.007645527635164163
type1_circles_1.csv,ALL,Greedy,mahalanobis,ALL,Não,,0.3515173999991627,0.016182345333920295,7.385777773581159e-05,8.243785444284884e-06,0.3515912577768985,0.016186323492934723,2.642061652165642,0.19742599096094973,0.3318164183989905,0.020236541549721623,0.007023042879614752,0.007645527635164163
type1_circles_1.csv,ALL,Greedy,mahalanobis,MinMax,ALL,ALL,0.3632022500005405,0.01936340861811994,7.542666644439783e-05,1.005464187942631e-05,0.36327767666698485,0.019369641629099467,2.6907868920460816,0.18866735542367963,0.33846963112399914,0.018269410424716193,0.0048540556928628065,0.007182551322846728
type1_circles_1.csv,ALL,Greedy,mahalanobis,MinMax,ALL,,0.3632022500005405,0.01936340861811994,7.542666644439783e-05,1.005464187942631e-05,0.36327767666698485,0.019369641629099467,2.6907868920460816,0.18866735542367963,0.33846963112399914,0.018269410424716193,0.0048540556928628065,0.007182551322846728
type1_circles_1.csv,ALL,Greedy,mahalanobis,MinMax,Não,ALL,0.3632022500005405,0.01936340861811994,7.542666644439783e-05,1.005464187942631e-05,0.36327767666698485,0.019369641629099467,2.6907868920460816,0.18866735542367963,0.33846963112399914,0.018269410424716193,0.0048540556928628065,0.007182551322846728
type1_circles_1.csv,ALL,Greedy,mahalanobis,MinMax,Não,,0.3632022500005405,0.01936340861811994,7.542666644439783e-05,1.005464187942631e-05,0.36327767666698485,0.019369641629099467,2.6907868920460816,0.18866735542367963,0.33846963112399914,0.018269410424716193,0.0048540556928628065,0.007182551322846728
type1_circles_1.csv,ALL,Greedy,mahalanobis,Robust,ALL,ALL,0.3485705999974016,0.01079290630287418,7.19233331134698e-05,5.59677786636587e-06,0.34864252333051504,0.010794802775252708,2.645324093067882,0.19857807865797486,0.33212841857565334,0.0200664296934258,0.006623430078850229,0.007310381315114132
type1_circles_1.csv,ALL,Greedy,mahalanobis,Robust,ALL,,0.3485705999974016,0.01079290630287418,7.19233331134698e-05,5.59677786636587e-06,0.34864252333051504,0.010794802775252708,2.645324093067882,0.19857807865797486,0.33212841857565334,0.0200664296934258,0.006623430078850229,0.007310381315114132
type1_circles_1.csv,ALL,Greedy,mahalanobis,Robust,Não,ALL,0.3485705999974016,0.01079290630287418,7.19233331134698e-05,5.59677786636587e-06,0.34864252333051504,0.010794802775252708,2.645324093067882,0.19857807865797486,0.33212841857565334,0.0200664296934258,0.006623430078850229,0.007310381315114132
type1_circles_1.csv,ALL,Greedy,mahalanobis,Robust,Não,,0.3485705999974016,0.01079290630287418,7.19233331134698e-05,5.59677786636587e-06,0.34864252333051504,0.010794802775252708,2.645324093067882,0.19857807865797486,0.33212841857565334,0.0200664296934258,0.006623430078850229,0.007310381315114132
type1_circles_1.csv,ALL,Greedy,mahalanobis,,ALL,ALL,0.34277934999954596,0.009111698701456623,7.422333364956713e-05,8.342152344915557e-06,0.34285357333319555,0.009115522605696919,2.5900739713829624,0.19831179734355558,0.324851205497319,0.020598132342520174,0.009591642867131218,0.007906056984125763
type1_circles_1.csv,ALL,Greedy,mahalanobis,,ALL,,0.34277934999954596,0.009111698701456623,7.422333364956713e-05,8.342152344915557e-06,0.34285357333319555,0.009115522605696919,2.5900739713829624,0.19831179734355558,0.324851205497319,0.020598132342520174,0.009591642867131218,0.007906056984125763
type1_circles_1.csv,ALL,Greedy,mahalanobis,,Não,ALL,0.34277934999954596,0.009111698701456623,7.422333364956713e-05,8.342152344915557e-06,0.34285357333319555,0.009115522605696919,2.5900739713829624,0.19831179734355558,0.324851205497319,0.020598132342520174,0.009591642867131218,0.007906056984125763
type1_circles_1.csv,ALL,Greedy,mahalanobis,,Não,,0.34277934999954596,0.009111698701456623,7.422333364956713e-05,8.342152344915557e-06,0.34285357333319555,0.009115522605696919,2.5900739713829624,0.19831179734355558,0.324851205497319,0.020598132342520174,0.009591642867131218,0.007906056984125763
type1_circles_1.csv,ALL,Greedy,manhattan,ALL,ALL,ALL,0.3515173999991627,0.016182345333920295,7.229888902252747e-05,6.262345117849038e-06,0.3515896988881852,0.016185605405675242,1.6486321365129877,0.6156248728981005,0.325288432677913,0.020880868670069847,0.01596416489992105,0.01651809273421849
type1_circles_1.csv,ALL,Greedy,manhattan,ALL,ALL,,0.3515173999991627,0.016182345333920295,7.229888902252747e-05,6.262345117849038e-06,0.3515896988881852,0.016185605405675242,1.6486321365129877,0.6156248728981005,0.325288432677913,0.020880868670069847,0.01596416489992105,0.01651809273421849
type1_circles_1.csv,ALL,Greedy,manhattan,ALL,Não,ALL,0.3515173999991627,0.016182345333920295,7.229888902252747e-05,6.262345117849038e-06,0.3515896988881852,0.016185605405675242,1.6486321365129877,0.6156248728981005,0.325288432677913,0.020880868670069847,0.01596416489992105,0.01651809273421849
type1_circles_1.csv,ALL,Greedy,manhattan,ALL,Não,,0.3515173999991627,0.016182345333920295,7.229888902252747e-05,6.262345117849038e-06,0.3515896988881852,0.016185605405675242,1.6486321365129877,0.6156248728981005,0.325288432677913,0.020880868670069847,0.01596416489992105,0.01651809273421849
type1_circles_1.csv,ALL,Greedy,manhattan,MinMax,ALL,ALL,0.3632022500005405,0.01936340861811994,7.369333349439936e-05,7.5889635309602255e-06,0.3632759433340349,0.019367525512845832,0.8515512808077531,0.09067750694216035,0.3287808458023462,0.017874768609093594,0.014038847190212035,0.013777011449938304
type1_circles_1.csv,ALL,Greedy,manhattan,MinMax,ALL,,0.3632022500005405,0.01936340861811994,7.369333349439936e-05,7.5889635309602255e-06,0.3632759433340349,0.019367525512845832,0.8515512808077531,0.09067750694216035,0.3287808458023462,0.017874768609093594,0.014038847190212035,0.013777011449938304
type1_circles_1.csv,ALL,Greedy,manhattan,MinMax,Não,ALL,0.3632022500005405,0.01936340861811994,7.369333349439936e-05,7.5889635309602255e-06,0.3632759433340349,0.019367525512845832,0.8515512808077531,0.09067750694216035,0.3287808458023462,0.017874768609093594,0.014038847190212035,0.013777011449938304
type1_circles_1.csv,ALL,Greedy,manhattan,MinMax,Não,,0.3632022500005405,0.01936340861811994,7.369333349439936e-05,7.5889635309602255e-06,0.3632759433340349,0.019367525512845832,0.8515512808077531,0.09067750694216035,0.3287808458023462,0.017874768609093594,0.014038847190212035,0.013777011449938304
type1_circles_1.csv,ALL,Greedy,manhattan,Robust,ALL,ALL,0.3485705999974016,0.01079290630287418,7.221999985631555e-05,6.104514944757881e-06,0.3486428199972579,0.010796148685275257,2.18467067933138,0.2671692012328988,0.3183298551774899,0.02432178412128732,0.02413103777897221,0.02142109661041146
type1_circles_1.csv,ALL,Greedy,manhattan,Robust,ALL,,0.3485705999974016,0.01079290630287418,7.221999985631555e-05,6.104514944757881e-06,0.3486428199972579,0.010796148685275257,2.18467067933138,0.2671692012328988,0.3183298551774899,0.02432178412128732,0.02413103777897221,0.02142109661041146
type1_circles_1.csv,ALL,Greedy,manhattan,Robust,Não,ALL,0.3485705999974016,0.01079290630287418,7.221999985631555e-05,6.104514944757881e-06,0.3486428199972579,0.010796148685275257,2.18467067933138,0.2671692012328988,0.3183298551774899,0.02432178412128732,0.02413103777897221,0.02142109661041146
type1_circles_1.csv,ALL,Greedy,manhattan,Robust,Não,,0.3485705999974016,0.01079290630287418,7.221999985631555e-05,6.104514944757881e-06,0.3486428199972579,0.010796148685275257,2.18467067933138,0.2671692012328988,0.3183298551774899,0.02432178412128732,0.02413103777897221,0.02142109661041146
type1_circles_1.csv,ALL,Greedy,manhattan,,ALL,ALL,0.34277934999954596,0.009111698701456623,7.098333371686749e-05,4.657222172570848e-06,0.3428503333332628,0.009113696569568387,1.9096744493998306,0.24193641501043567,0.32875459705390314,0.01875919939320702,0.0097226097305789,0.008692355002321591
type1_circles_1.csv,ALL,Greedy,manhattan,,ALL,,0.34277934999954596,0.009111698701456623,7.098333371686749e-05,4.657222172570848e-06,0.3428503333332628,0.009113696569568387,1.9096744493998306,0.24193641501043567,0.32875459705390314,0.01875919939320702,0.0097226097305789,0.008692355002321591
type1_circles_1.csv,ALL,Greedy,manhattan,,Não,ALL,0.34277934999954596,0.009111698701456623,7.098333371686749e-05,4.657222172570848e-06,0.3428503333332628,0.009113696569568387,1.9096744493998306,0.24193641501043567,0.32875459705390314,0.01875919939320702,0.0097226097305789,0.008692355002321591
type1_circles_1.csv,ALL,Greedy,manhattan,,Não,,0.34277934999954596,0.009111698701456623,7.098333371686749e-05,4.657222172570848e-06,0.3428503333332628,0.009113696569568387,1.9096744493998306,0.24193641501043567,0.32875459705390314,0.01875919939320702,0.0097226097305789,0.008692355002321591
type1_circles_1.csv,ALL,KMeans,ALL,ALL,ALL,ALL,0.3515173999991627,0.016182345333920295,0.0038643533334429734,0.0004894457124048974,0.3553817533326057,0.01645173515745901,1.0481459623284843,0.3678062304257564,0.35250002837759487,0.0009467067307259378,-0.00039968319809026,5.2571241761988726e-05
type1_circles_1.csv,ALL,KMeans,ALL,ALL,ALL,,0.3515173999991627,0.016182345333920295,0.0038643533334429734,0.0004894457124048974,0.3553817533326057,0.01645173515745901,1.0481459623284843,0.3678062304257564,0.35250002837759487,0.0009467067307259378,-0.00039968319809026,5.2571241761988726e-05
type1_circles_1.csv,ALL,KMeans,ALL,ALL,Não,ALL,0.3515173999991627,0.016182345333920295,0.0038643533334429734,0.0004894457124048974,0.3553817533326057,0.01645173515745901,1.0481459623284843,0.3678062304257564,0.35250002837759487,0.0009467067307259378,-0.00039968319809026,5.2571241761988726e-05
type1_circles_1.csv,ALL,KMeans,ALL,ALL,Não,,0.3515173999991627,0.016182345333920295,0.0038643533334429734,0.0004894457124048974,0.3553817533326057,0.01645173515745901,1.0481459623284843,0.3678062304257564,0.35250002837759487,0.0009467067307259378,-0.00039968319809026,5.2571241761988726e-05
type1_circles_1.csv,ALL,KMeans,ALL,MinMax,ALL,ALL,0.3632022500005405,0.01936340861811994,0.00386298999983404,0.00043545011989541455,0.36706524000037455,0.01967866150752237,0.5406732628453784,0.006579206776526645,0.3523299643944893,0.00117891476026739,-0.0003850840837615,7.231933089742767e-05
type1_circles_1.csv,ALL,KMeans,ALL,MinMax,ALL,,0.3632022500005405,0.01936340861811994,0.00386298999983404,0.00043545011989541455,0.36706524000037455,0.01967866150752237,0.5406732628453784,0.006579206776526645,0.3523299643944893,0.00117891476026739,-0.0003850840837615,7.231933089742767e-05
type1_circles_1.csv,ALL,KMeans,ALL,MinMax,Não,ALL,0.3632022500005405,0.01936340861811994,0.00386298999983404,0.00043545011989541455,0.36706524000037455,0.01967866150752237,0.5406732628453784,0.006579206776526645,0.3523299643944893,0.00117891476026739,-0.0003850840837615,7.231933089742767e-05
type1_circles_1.csv,ALL,KMeans,ALL,MinMax,Não,,0.3632022500005405,0.01936340861811994,0.00386298999983404,0.00043545011989541455,0.36706524000037455,0.01967866150752237,0.5406732628453784,0.006579206776526645,0.3523299643944893,0.00117891476026739,-0.0003850840837615,7.231933089742767e-05
type1_circles_1.csv,ALL,KMeans,ALL,Robust,ALL,ALL,0.3485705999974016,0.01079290630287418,0.00385785333334444,0.0004552781201254632,0.35242845333074607,0.011140552456838072,1.3860958527009208,0.02306368402191556,0.3525616395178396,0.0007585734886019327,-0.0004015741630263333,4.451829002639212e-05
type1_circles_1.csv,ALL,KMeans,ALL,Robust,ALL,,0.3485705999974016,0.01079290630287418,0.00385785333334444,0.0004552781201254632,0.35242845333074607,0.011140552456838072,1.3860958527009208,0.02306368402191556,0.3525616395178396,0.0007585734886019327,-0.0004015741630263333,4.451829002639212e-05
type1_circles_1.csv,ALL,KMeans,ALL,Robust,Não,ALL,0.3485705999974016,0.01079290630287418,0.00385785333334444,0.0004552781201254632,0.35242845333074607,0.011140552456838072,1.3860958527009208,0.02306368402191556,0.3525616395178396,0.0007585734886019327,-0.0004015741630263333,4.451829002639212e-05
type1_circles_1.csv,ALL,KMeans,ALL,Robust,Não,,0.3485705999974016,0.01079290630287418,0.00385785333334444,0.0004552781201254632,0.35242845333074607,0.011140552456838072,1.3860958527009208,0.02306368402191556,0.3525616395178396,0.0007585734886019327,-0.0004015741630263333,4.451829002639212e-05
type1_circles_1.csv,ALL,KMeans,ALL,,ALL,ALL,0.34277934999954596,0.009111698701456623,0.00387221666715044,0.000581539275071426,0.34665156666669644,0.009497651709752416,1.2176687714391543,0.017680825873197928,0.3526084812204557,0.0008598164075458581,-0.0004123913474829467,2.9641128368114982e-05
type1_circles_1.csv,ALL,KMeans,ALL,,ALL,,0.34277934999954596,0.009111698701456623,0.00387221666715044,0.000581539275071426,0.34665156666669644,0.009497651709752416,1.2176687714391543,0.017680825873197928,0.3526084812204557,0.0008598164075458581,-0.0004123913474829467,2.9641128368114982e-05
type1_circles_1.csv,ALL,KMeans,ALL,,Não,ALL,0.34277934999954596,0.009111698701456623,0.00387221666715044,0.000581539275071426,0.34665156666669644,0.009497651709752416,1.2176687714391543,0.017680825873197928,0.3526084812204557,0.0008598164075458581,-0.0004123913474829467,2.9641128368114982e-05
type1_circles_1.csv,ALL,KMeans,ALL,,Não,,0.34277934999954596,0.009111698701456623,0.00387221666715044,0.000581539275071426,0.34665156666669644,0.009497651709752416,1.2176687714391543,0.017680825873197928,0.3526084812204557,0.0008598164075458581,-0.0004123913474829467,2.9641128368114982e-05
type1_circles_1.csv,ALL,KMeans,euclidean,ALL,ALL,ALL,0.3515173999991627,0.016182345333920295,0.0038643533334429734,0.0004894457124048974,0.3553817533326057,0.01645173515745901,1.0481459623284843,0.3678062304257564,0.35250002837759487,0.0009467067307259378,-0.00039968319809026,5.2571241761988726e-05
type1_circles_1.csv,ALL,KMeans,euclidean,ALL,ALL,,0.3515173999991627,0.016182345333920295,0.0038643533334429734,0.0004894457124048974,0.3553817533326057,0.01645173515745901,1.0481459623284843,0.3678062304257564,0.35250002837759487,0.0009467067307259378,-0.00039968319809026,5.2571241761988726e-05
type1_circles_1.csv,ALL,KMeans,euclidean,ALL,Não,ALL,0.3515173999991627,0.016182345333920295,0.0038643533334429734,0.0004894457124048974,0.3553817533326057,0.01645173515745901,1.0481459623284843,0.3678062304257564,0.35250002837759487,0.0009467067307259378,-0.00039968319809026,5.2571241761988726e-05
type1_circles_1.csv,ALL,KMeans,euclidean,ALL,Não,,0.3515173999991627,0.016182345333920295,0.0038643533334429734,0.0004894457124048974,0.3553817533326057,0.01645173515745901,1.0481459623284843,0.3678062304257564,0.35250002837759487,0.0009467067307259378,-0.00039968319809026,5.2571241761988726e-05
type1_circles_1.csv,ALL,KMeans,euclidean,MinMax,ALL,ALL,0.3632022500005405,0.01936340861811994,0.00386298999983404,0.00043545011989541455,0.36706524000037455,0.01967866150752237,0.5406732628453784,0.006579206776526645,0.3523299643944893,0.00117891476026739,-0.0003850840837615,7.231933089742767e-05
type1_circles_1.csv,ALL,KMeans,euclidean,MinMax,ALL,,0.3632022500005405,0.01936340861811994,0.00386298999983404,0.00043545011989541455,0.36706524000037455,0.01967866150752237,0.5406732628453784,0.006579206776526645,0.3523299643944893,0.00117891476026739,-0.0003850840837615,7.231933089742767e-05
type1_circles_1.csv,ALL,KMeans,euclidean,MinMax,Não,ALL,0.3632022500005405,0.01936340861811994,0.00386298999983404,0.00043545011989541455,0.36706524000037455,0.01967866150752237,0.5406732628453784,0.006579206776526645,0.3523299643944893,0.00117891476026739,-0.0003850840837615,7.231933089742767e-05
type1_circles_1.csv,ALL,KMeans,euclidean,MinMax,Não,,0.3632022500005405,0.01936340861811994,0.00386298999983404,0.00043545011989541455,0.36706524000037455,0.01967866150752237,0.5406732628453784,0.006579206776526645,0.3523299643944893,0.00117891476026739,-0.0003850840837615,7.231933089742767e-05
type1_circles_1.csv,ALL,KMeans,euclidean,Robust,ALL,ALL,0.3485705999974016,0.01079290630287418,0.00385785333334444,0.0004552781201254632,0.35242845333074607,0.011140552456838072,1.3860958527009208,0.02306368402191556,0.3525616395178396,0.0007585734886019327,-0.0004015741630263333,4.451829002639212e-05
type1_circles_1.csv,ALL,KMeans,euclidean,Robust,ALL,,0.3485705999974016,0.01079290630287418,0.00385785333334444,0.0004552781201254632,0.35242845333074607,0.011140552456838072,1.3860958527009208,0.02306368402191556,0.3525616395178396,0.0007585734886019327,-0.0004015741630263333,4.451829002639212e-05
type1_circles_1.csv,ALL,KMeans,euclidean,Robust,Não,ALL,0.3485705999974016,0.01079290630287418,0.00385785333334444,0.0004552781201254632,0.35242845333074607,0.011140552456838072,1.3860958527009208,0.02306368402191556,0.3525616395178396,0.0007585734886019327,-0.0004015741630263333,4.451829002639212e-05
type1_circles_1.csv,ALL,KMeans,euclidean,Robust,Não,,0.3485705999974016,0.01079290630287418,0.00385785333334444,0.0004552781201254632,0.35242845333074607,0.011140552456838072,1.3860958527009208,0.02306368402191556,0.3525616395178396,0.0007585734886019327,-0.0004015741630263333,4.451829002639212e-05
type1_circles_1.csv,ALL,KMeans,euclidean,,ALL,ALL,0.34277934999954596,0.009111698701456623,0.00387221666715044,0.000581539275071426,0.34665156666669644,0.009497651709752416,1.2176687714391543,0.017680825873197928,0.3526084812204557,0.0008598164075458581,-0.0004123913474829467,2.9641128368114982e-05
type1_circles_1.csv,ALL,KMeans,euclidean,,ALL,,0.34277934999954596,0.009111698701456623,0.00387221666715044,0.000581539275071426,0.34665156666669644,0.009497651709752416,1.2176687714391543,0.017680825873197928,0.3526084812204557,0.0008598164075458581,-0.0004123913474829467,2.9641128368114982e-05
type1_circles_1.csv,ALL,KMeans,euclidean,,Não,ALL,0.34277934999954596,0.009111698701456623,0.00387221666715044,0.000581539275071426,0.34665156666669644,0.009497651709752416,1.2176687714391543,0.017680825873197928,0.3526084812204557,0.0008598164075458581,-0.0004123913474829467,2.9641128368114982e-05
type1_circles_1.csv,ALL,KMeans,euclidean,,Não,,0.34277934999954596,0.009111698701456623,0.00387221666715044,0.000581539275071426,0.34665156666669644,0.009497651709752416,1.2176687714391543,0.017680825873197928,0.3526084812204557,0.0008598164075458581,-0.0004123913474829467,2.9641128368114982e-05
type1_circles_1.csv,ALL,Refined,ALL,ALL,ALL,0.015625,0.3386480666655795,0.004266557207031455,0.0023317140740497177,0.00012746129489523328,0.34097978073962926,0.004257292263538997,1.797797317751165,0.7170794776482878,0.3282839909246561,0.014341312339082918,0.007633771948362055,0.006892056772937388
type1_circles_1.csv,ALL,Refined,ALL,ALL,ALL,0.03125,0.3386480666655795,0.004266557207031455,0.0020813962962872475,0.00014415964655386255,0.3407294629618668,0.004258123265860591,1.8234557575675205,0.7210642638305057,0.32721330420650724,0.016239079472678615,0.007329564110482328,0.009028145414806323
type1_circles_1.csv,ALL,Refined,ALL,ALL,ALL,0.0625,0.3386480666655795,0.004266557207031455,0.0018550185184856326,0.0001614204032883094,0.3405030851840652,0.004279245435623866,1.89527900534238,0.774361929376316,0.32882756587014456,0.019131131151584657,0.007031505573919063,0.012373998850639932
type1_circles_1.csv,ALL,Refined,ALL,ALL,ALL,0.125,0.3386480666655795,0.004266557207031455,0.0015019281479234199,0.00017969744957983434,0.3401499948135029,0.004289880870611178,2.086062788959708,0.8234282968493385,0.3481844178728812,0.005642586778065818,0.0003037857057765604,0.001376046237758703
type1_circles_1.csv,ALL,Refined,ALL,ALL,ALL,0.25,0.3386480666655795,0.004266557207031455,0.0012050933332593728,0.00020854119607882044,0.3398531599988389,0.004252508432485794,2.37918941195667,0.9745988469102221,0.32327957292688,,6.438002056441481e-05,0.0007480282424234087
type1_circles_1.csv,ALL,Refined,ALL,ALL,ALL,ALL,0.3515173999991627,0.016098155675176487,0.0019050520740549195,0.000515154244161218,0.3534224520732176,0.01618792256092138,1.9963568563154888,0.8335716608422724,0.3306818174055322,0.01685654093274561,0.004472601471820884,0.008297450626421805
type1_circles_1.csv,ALL,Refined,ALL,ALL,ALL,,0.3643867333327459,0.012994587985459051,0.0020150740741087607,0.000563519663196734,0.36640180740685463,0.012992096537528953,1.9963568563154888,0.8338807918229874,0.3306818174055322,0.016867745015692704,0.004472601471820884,0.008300527745246823
type1_circles_1.csv,ALL,Refined,ALL,ALL,Não,0.015625,0.3386480666655795,0.004266557207031455,0.0023317140740497177,0.00012746129489523328,0.34097978073962926,0.004257292263538997,1.797797317751165,0.7170794776482878,0.3282839909246561,0.014341312339082918,0.007633771948362055,0.006892056772937388
type1_circles_1.csv,ALL,Refined,ALL,ALL,Não,0.03125,0.3386480666655795,0.004266557207031455,0.0020813962962872475,0.00014415964655386255,0.3407294629618668,0.004258123265860591,1.8234557575675205,0.7210642638305057,0.32721330420650724,0.016239079472678615,0.007329564110482328,0.009028145414806323
type1_circles_1.csv,ALL,Refined,ALL,ALL,Não,0.0625,0.3386480666655795,0.004266557207031455,0.0018550185184856326,0.0001614204032883094,0.3405030851840652,0.004279245435623866,1.89527900534238,0.774361929376316,0.32882756587014456,0.019131131151584657,0.007031505573919063,0.012373998850639932
type1_circles_1.csv,ALL,Refined,ALL,ALL,Não,0.125,0.3386480666655795,0.004266557207031455,0.0015019281479234199,0.00017969744957983434,0.3401499948135029,0.004289880870611178,2.086062788959708,0.8234282968493385,0.3481844178728812,0.005642586778065818,0.0003037857057765604,0.001376046237758703
type1_circles_1.csv,ALL,Refined,ALL,ALL,Não,0.25,0.3386480666655795,0.004266557207031455,0.0012050933332593728,0.00020854119607882044,0.3398531599988389,0.004252508432485794,2.37918941195667,0.9745988469102221,0.32327957292688,,6.438002056441481e-05,0.0007480282424234087
type1_circles_1.csv,ALL,Refined,ALL,ALL,Não,ALL,0.3515173999991627,0.016098155675176487,0.0019050520740549195,0.000515154244161218,0.3534224520732176,0.01618792256092138,1.9963568563154888,0.8335716608422724,0.3306818174055322,0.01685654093274561,0.004472601471820884,0.008297450626421805
type1_circles_1.csv,ALL,Refined,ALL,ALL,Não,,0.3643867333327459,0.012994587985459051,0.0020150740741087607,0.000563519663196734,0.36640180740685463,0.012992096537528953,1.9963568563154888,0.8338807918229874,0.3306818174055322,0.016867745015692704,0.004472601471820884,0.008300527745246823
type1_circles_1.csv,ALL,Refined,ALL,MinMax,ALL,0.015625,0.344164300000557,0.0,0.0023115266664211886,0.00010458945384831807,0.3464758266669782,0.0001045894538483261,1.3588941553259732,0.9134638394155419,0.3281924628751918,0.011338135573310695,0.007011524075380222,0.005274496488694987
type1_circles_1.csv,ALL,Refined,ALL,MinMax,ALL,0.03125,0.344164300000557,0.0,0.0020843155552736177,0.00012149428340028596,0.34624861555583064,0.00012149428340027743,1.386817215621844,0.9362389873582497,0.33114675781027564,0.0149858659066401,0.006336124599619662,0.008254616011908866
type1_circles_1.csv,ALL,Refined,ALL,MinMax,ALL,0.0625,0.344164300000557,0.0,0.001868137777718249,0.00012487682547641915,0.34603243777827525,0.0001248768254764201,1.3840574051135692,0.9210615590000721,0.3274731499436294,0.020847051691939022,0.00900901119769376,0.015047002493881181
type1_circles_1.csv,ALL,Refined,ALL,MinMax,ALL,0.125,0.344164300000557,0.0,0.0015520333331045465,0.00018542005511913048,0.34571633333366153,0.00018542005511913113,1.5395083961154756,0.9850843954859673,0.3484720198707069,0.004558140919765848,0.0005952215970889067,0.00185504930876387
type1_circles_1.csv,ALL,Refined,ALL,MinMax,ALL,0.25,0.344164300000557,0.0,0.00122711777771146,0.00013036281558307365,0.3453914177782685,0.00013036281558307674,1.8026225764301143,1.1848279205845975,,,0.0,0.0
type1_circles_1.csv,ALL,Refined,ALL,MinMax,ALL,ALL,0.3632022500005405,0.01905913859863937,0.0018937206665900741,0.0004918588510888045,0.3650959706671306,0.019150455685286193,1.4943799497213952,0.9974055834246753,0.3316743619907941,0.016332902849266782,0.00459037629395651,0.00877375948448908
type1_circles_1.csv,ALL,Refined,ALL,MinMax,ALL,,0.382240200000524,0.0,0.001978815111134336,0.0005515738260446553,0.38421901511165846,0.0005515738260446717,1.4943799497213952,0.9985181387994683,0.3316743619907941,0.016364771958300998,0.00459037629395651,0.008783546168495889
type1_circles_1.csv,ALL,Refined,ALL,MinMax,Não,0.015625,0.344164300000557,0.0,0.0023115266664211886,0.00010458945384831807,0.3464758266669782,0.0001045894538483261,1.3588941553259732,0.9134638394155419,0.3281924628751918,0.011338135573310695,0.007011524075380222,0.005274496488694987
type1_circles_1.csv,ALL,Refined,ALL,MinMax,Não,0.03125,0.344164300000557,0.0,0.0020843155552736177,0.00012149428340028596,0.34624861555583064,0.00012149428340027743,1.386817215621844,0.9362389873582497,0.33114675781027564,0.0149858659066401,0.006336124599619662,0.008254616011908866
